Model,C,Training time [s],Accuracy,Precision,Recall,F1-score,Support Vectors,Model Size [KB]
SVM (linear),175.28676604484232,606.7052397727966,0.847948717948718,0.8486373092085331,0.847948717948718,0.8476838220549703,23641,20429.7314453125
